 CrID_1 CrID_2 CrID_3 CrID_4 CrID_5 CrID_6 CrID_7
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.150     0.000     0.150     0.150     0.000     0.000     0.000
     0.168     0.000     0.168     0.150     0.000     0.000     0.000
     0.185     0.000     0.185     0.150     0.000     0.000     0.000
     0.203     0.000     0.203     0.150     0.000     0.000     0.000
     0.220     0.000     0.220     0.150     0.000     0.000     0.000
     0.238     0.000     0.238     0.150     0.000     0.000     0.000
     0.256     0.000     0.256     0.150     0.000     0.000     0.000
     0.273     0.000     0.273     0.150     0.000     0.000     0.000
     0.291     0.000     0.291     0.150     0.000     0.000     0.000
     0.309     0.000     0.309     0.150     0.000     0.000     0.000
     0.326     0.000     0.326     0.150     0.000     0.000     0.000
     0.344     0.000     0.344     0.150     0.000     0.000     0.000
     0.361     0.000     0.361     0.150     0.000     0.000     0.000
     0.379     0.000     0.379     0.150     0.000     0.000     0.000
     0.397     0.000     0.397     0.150     0.000     0.000     0.000
     0.414     0.000     0.414     0.150     0.000     0.000     0.000
     0.432     0.000     0.432     0.150     0.000     0.000     0.000
     0.449     0.000     0.449     0.150     0.000     0.000     0.000
     0.467     0.000     0.467     0.150     0.000     0.000     0.000
     0.485     0.000     0.485     0.150     0.000     0.000     0.000
     0.502     0.000     0.502     0.150     0.000     0.000     0.000
     0.520     0.000     0.520     0.150     0.000     0.000     0.000
     0.537     0.000     0.537     0.150     0.000     0.000     0.000
     0.555     0.000     0.555     0.150     0.000     0.000     0.000
     0.573     0.000     0.573     0.150     0.000     0.000     0.000
     0.590     0.000     0.590     0.150     0.000     0.000     0.000
     0.608     0.000     0.608     0.000     0.000     0.000     0.000
     0.626     0.000     0.626     0.000     0.000     0.000     0.000
     0.643     0.000     0.643     0.000     0.000     0.000     0.000
     0.661     0.000     0.661     0.000     0.000     0.000     0.000
     0.678     0.000     0.678     0.000     0.000     0.000     0.000
     0.696     0.000     0.696     0.000     0.000     0.000     0.000
     0.714     0.000     0.714     0.000     0.000     0.000     0.000
     0.731     0.000     0.731     0.000     0.000     0.000     0.000
     0.749     0.000     0.749     0.000     0.000     0.000     0.000
     0.766     0.000     0.766     0.000     0.000     0.000     0.000
     0.784     0.000     0.784     0.000     0.000     0.000     0.000
     0.802     0.000     0.802     0.000     0.000     0.000     0.000
     0.819     0.000     0.819     0.000     0.000     0.000     0.000
     0.837     0.000     0.837     0.000     0.000     0.000     0.000
     0.854     0.000     0.854     0.000     0.000     0.000     0.000
     0.872     0.000     0.872     0.000     0.000     0.000     0.000
     0.890     0.000     0.890     0.000     0.000     0.000     0.000
     0.907     0.000     0.907     0.000     0.000     0.000     0.000
     0.925     0.000     0.925     0.000     0.000     0.000     0.000
     0.943     0.000     0.943     0.000     0.000     0.000     0.000
