 CrID_1 CrID_2 CrID_3 CrID_4 CrID_5 CrID_6 CrID_7
     0.500     0.000     0.500     0.335     0.000     0.000     0.000
     0.500     0.000     0.500     0.335     0.000     0.000     0.000
     0.500     0.000     0.500     0.336     0.000     0.000     0.000
     0.500     0.000     0.500     0.337     0.000     0.000     0.000
     0.500     0.000     0.500     0.338     0.000     0.000     0.000
     0.500     0.000     0.500     0.338     0.000     0.000     0.000
     0.500     0.000     0.500     0.339     0.000     0.000     0.000
     0.500     0.000     0.500     0.340     0.000     0.000     0.000
     0.500     0.000     0.500     0.340     0.000     0.000     0.000
     0.500     0.000     0.500     0.341     0.000     0.000     0.000
     0.500     0.000     0.500     0.342     0.000     0.000     0.000
     0.500     0.000     0.500     0.343     0.000     0.000     0.000
     0.500     0.000     0.500     0.343     0.000     0.000     0.000
     0.500     0.000     0.500     0.344     0.000     0.000     0.000
     0.500     0.000     0.500     0.345     0.000     0.000     0.000
     0.500     0.000     0.500     0.346     0.000     0.000     0.000
     0.500     0.000     0.500     0.346     0.000     0.000     0.000
     0.500     0.000     0.500     0.347     0.000     0.000     0.000
     0.500     0.000     0.500     0.348     0.000     0.000     0.000
     0.500     0.000     0.500     0.349     0.000     0.000     0.000
     0.500     0.000     0.500     0.349     0.000     0.000     0.000
     0.500     0.000     0.500     0.350     0.000     0.000     0.000
     0.500     0.000     0.500     0.351     0.000     0.000     0.000
     0.500     0.000     0.500     0.352     0.000     0.000     0.000
     0.500     0.000     0.500     0.352     0.000     0.000     0.000
     0.500     0.000     0.500     0.353     0.000     0.000     0.000
     0.500     0.000     0.500     0.354     0.000     0.000     0.000
     0.500     0.000     0.500     0.354     0.000     0.000     0.000
     0.500     0.000     0.500     0.355     0.000     0.000     0.000
     0.500     0.000     0.500     0.356     0.000     0.000     0.000
     0.500     0.000     0.500     0.357     0.000     0.000     0.000
     0.500     0.000     0.500     0.357     0.000     0.000     0.000
     0.500     0.000     0.500     0.358     0.000     0.000     0.000
     0.500     0.000     0.500     0.359     0.000     0.000     0.000
     0.500     0.000     0.500     0.360     0.000     0.000     0.000
     0.509     0.000     0.509     0.360     0.000     0.000     0.000
