Giulian_day; rain_mm; Tmax; Tmin; et0; kcb; lai; pday; irrig_mm; eff_rain_mm; GrossAv_water_mm; NetAv_water_mm; interception_mm; runoff_mm; infiltration_mm; eva_pot_mm; eva_mm; trasp_pot1_mm; trasp_act1_mm; perc1_mm; theta1_mm; ponding_mm; rise_mm; trasp_pot2_mm; trasp_act2_mm; ks; thickness_II_m; wat_table_depth_under_root_m; capflux_mm; perc2_mm; theta2_mm; theta_old_mm; rawbig; rawinf; wat_table_depth_m; distr_irr_mm; priv_well_irr_mm; espperc1; espperc2; irr_loss_mm
           1 ;   0.0000000000000000      ;   8.3200000000000003      ;   1.6499999999999999      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19999999552965164      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   8.6730429430371458E-002 ;   5.3610695705696285      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   1.0000000000000000      ;  0.90000000000000002      ;   99.000000000000000      ;   0.0000000000000000      ;  0.18853967127618371      ;   48.928390758154201      ;   49.030200000000001      ;   54.271080004625027      ;   53.591200003303591      ;   100.00000000000000      ;           0 ;           0 ;   1.0000000000000000      ;   1.0000000000000000      ;                       NaN
           2 ;   0.0000000000000000      ;   7.1799999999999997      ;  0.11000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19999999552965164      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   2.3212437443431749E-002 ;   5.3378571331261977      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   1.0000000000000000      ;  0.90000000000000002      ;   99.000000000000000      ;   0.0000000000000000      ;  0.15453961318416728      ;   48.797063582413472      ;   48.928390758154208      ;   54.271080004625027      ;   53.591200003303591      ;   100.00000000000000      ;           0 ;           0 ;   1.0000000000000000      ;   1.0000000000000000      ;                       NaN
           3 ;   0.0000000000000000      ;   7.9100000000000001      ; -0.47999999999999998      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19999999552965164      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   1.0620695522185721E-002 ;   5.3272364376040127      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.92698345193558795      ;  0.90000000000000002      ;   99.000000000000000      ;   0.0000000000000000      ;  0.12449145222231331      ;   48.683192825713348      ;   48.797063582413472      ;   54.271080004625027      ;   53.591200003303591      ;   100.00000000000000      ;           0 ;           0 ;   1.0000000000000000      ;   1.0000000000000000      ;                       NaN
           4 ;   0.0000000000000000      ;   8.5600000000000005      ;   1.0700000000000001      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19999999552965164      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   6.0570996904428234E-003 ;   5.3211793379135681      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.83682849719467833      ;  0.90000000000000002      ;   99.000000000000000      ;   0.0000000000000000      ;  0.10146260912044172      ;   48.587787316283354      ;   48.683192825713348      ;   54.271080004625027      ;   53.591200003303591      ;   100.00000000000000      ;           0 ;           0 ;   1.0000000000000000      ;   1.0000000000000000      ;                       NaN
           5 ;   0.0000000000000000      ;   9.3499999999999996      ;  0.57999999999999996      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19999999552965164      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   3.9019452370238866E-003 ;   5.3172773926765435      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.76122107736414812      ;  0.90000000000000002      ;   99.000000000000000      ;   0.0000000000000000      ;   8.3928497775300551E-002 ;   48.507760763745068      ;   48.587787316283354      ;   54.271080004625027      ;   53.591200003303591      ;   100.00000000000000      ;           0 ;           0 ;   1.0000000000000000      ;   1.0000000000000000      ;                       NaN
           6 ;   0.0000000000000000      ;   11.670000000000000      ;   1.6599999999999999      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19999999552965164      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   2.7181077880669680E-003 ;   5.3145592848884755      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.69728475270870738      ;  0.90000000000000002      ;   99.000000000000000      ;   0.0000000000000000      ;   7.0411348262658532E-002 ;   48.440067523270486      ;   48.507760763745068      ;   54.271080004625027      ;   53.591200003303591      ;   100.00000000000000      ;           0 ;           0 ;   1.0000000000000000      ;   1.0000000000000000      ;                       NaN
           7 ;   0.0000000000000000      ;   9.1099999999999994      ;   1.8300000000000001      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19999999552965164      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   2.0025420999574793E-003 ;   5.3125567427885185      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.64268798145077766      ;  0.90000000000000002      ;   99.000000000000000      ;   0.0000000000000000      ;   5.9825535672412930E-002 ;   48.382244529698028      ;   48.440067523270493      ;   54.271080004625027      ;   53.591200003303591      ;   100.00000000000000      ;           0 ;           0 ;   1.0000000000000000      ;   1.0000000000000000      ;                       NaN
           8 ;   0.0000000000000000      ;   11.210000000000001      ;   2.1099999999999999      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19999999552965164      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   1.5307563189807436E-003 ;   5.3110259864695397      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.59561036161214631      ;  0.90000000000000002      ;   99.000000000000000      ;   0.0000000000000000      ;   5.1404726489828814E-002 ;   48.332370559527178      ;   48.382244529698035      ;   54.271080004625027      ;   53.591200003303591      ;   100.00000000000000      ;           0 ;           0 ;   1.0000000000000000      ;   1.0000000000000000      ;                       NaN
           9 ;   0.0000000000000000      ;   12.400000000000000      ;  0.56000000000000005      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19999999552965164      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   1.2070085643849627E-003 ;   5.3098189779051541      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.55465304520562864      ;  0.90000000000000002      ;   99.000000000000000      ;   0.0000000000000000      ;   4.4608680511889091E-002 ;   48.288968887579692      ;   48.332370559527185      ;   54.271080004625027      ;   53.591200003303591      ;   100.00000000000000      ;           0 ;           0 ;   1.0000000000000000      ;   1.0000000000000000      ;                       NaN
          10 ;   0.0000000000000000      ;   12.699999999999999      ;   2.8799999999999999      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19999999552965164      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   9.7540890908429274E-004 ;   5.3088435689960694      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.51872964138864974      ;  0.90000000000000002      ;   99.000000000000000      ;   0.0000000000000000      ;   3.9051932339399388E-002 ;   48.250892364149372      ;   48.288968887579692      ;   54.271080004625027      ;   53.591200003303591      ;   100.00000000000000      ;           0 ;           0 ;   1.0000000000000000      ;   1.0000000000000000      ;                       NaN
