Giulian_day; rain_mm; Tmax; Tmin; et0; kcb; lai; pday; irrig_mm; eff_rain_mm; GrossAv_water_mm; NetAv_water_mm; interception_mm; runoff_mm; infiltration_mm; eva_pot_mm; eva_mm; trasp_pot1_mm; trasp_act1_mm; perc1_mm; theta1_mm; ponding_mm; rise_mm; trasp_pot2_mm; trasp_act2_mm; ks; thickness_II_m; wat_table_depth_under_root_m; capflux_mm; perc2_mm; theta2_mm; theta_old_mm; rawbig; rawinf; wat_table_depth_m; distr_irr_mm; priv_well_irr_mm; espperc1; espperc2; irr_loss_mm
           1 ;   0.0000000000000000      ;   8.3200000000000003      ;   1.6499999999999999      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19999999552965164      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19041524530454734      ;   28.101484754695452      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   1.0000000000000000      ;  0.90000000000000002      ;   99.000000000000000      ;   0.0000000000000000      ;  0.19996407634531940      ;   254.61755116895935      ;   254.62709999999998      ;   252.99666066881639      ;   154.68040047772601      ;   100.00000000000000      ;           0 ;           0 ;   1.0000000000000000      ;   1.0000000000000000      ;                       NaN
           2 ;   0.0000000000000000      ;   7.1799999999999997      ;  0.11000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19999999552965164      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.17307900235959359      ;   27.928405752335856      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   1.0000000000000000      ;  0.90000000000000002      ;   99.000000000000000      ;   0.0000000000000000      ;  0.19975335653736792      ;   254.59087681478155      ;   254.61755116895935      ;   252.99666066881639      ;   154.68040047772601      ;   100.00000000000000      ;           0 ;           0 ;   1.0000000000000000      ;   1.0000000000000000      ;                       NaN
           3 ;   0.0000000000000000      ;   7.9100000000000001      ; -0.47999999999999998      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19999999552965164      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.15853839176266943      ;   27.769867360573176      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   1.0000000000000000      ;  0.90000000000000002      ;   99.000000000000000      ;   0.0000000000000000      ;  0.19936266229014052      ;   254.55005254425404      ;   254.59087681478152      ;   252.99666066881639      ;   154.68040047772601      ;   100.00000000000000      ;           0 ;           0 ;   1.0000000000000000      ;   1.0000000000000000      ;                       NaN
           4 ;   0.0000000000000000      ;   8.5600000000000005      ;   1.0700000000000001      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19999999552965164      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.14617423318652922      ;   27.623693127386638      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   1.0000000000000000      ;  0.90000000000000002      ;   99.000000000000000      ;   0.0000000000000000      ;  0.19882333140703673      ;   254.49740344603347      ;   254.55005254425404      ;   252.99666066881639      ;   154.68040047772601      ;   100.00000000000000      ;           0 ;           0 ;   1.0000000000000000      ;   1.0000000000000000      ;                       NaN
           5 ;   0.0000000000000000      ;   9.3499999999999996      ;  0.57999999999999996      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19999999552965164      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.13553680942000790      ;   27.488156317966620      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   1.0000000000000000      ;  0.90000000000000002      ;   99.000000000000000      ;   0.0000000000000000      ;  0.19816035589690548      ;   254.43477989955659      ;   254.49740344603347      ;   252.99666066881639      ;   154.68040047772601      ;   100.00000000000000      ;           0 ;           0 ;   1.0000000000000000      ;   1.0000000000000000      ;                       NaN
           6 ;   0.0000000000000000      ;   11.670000000000000      ;   1.6599999999999999      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19999999552965164      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.12629174378155561      ;   27.361864574185066      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   1.0000000000000000      ;  0.90000000000000002      ;   99.000000000000000      ;   0.0000000000000000      ;  0.19739396253077746      ;   254.36367768080734      ;   254.43477989955656      ;   252.99666066881639      ;   154.68040047772601      ;   100.00000000000000      ;           0 ;           0 ;   1.0000000000000000      ;   1.0000000000000000      ;                       NaN
           7 ;   0.0000000000000000      ;   9.1099999999999994      ;   1.8300000000000001      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19999999552965164      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.11818534482492804      ;   27.243679229360133      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   1.0000000000000000      ;  0.90000000000000002      ;   99.000000000000000      ;   0.0000000000000000      ;  0.19654073382156961      ;   254.28532229181070      ;   254.36367768080734      ;   252.99666066881639      ;   154.68040047772601      ;   100.00000000000000      ;           0 ;           0 ;   1.0000000000000000      ;   1.0000000000000000      ;                       NaN
           8 ;   0.0000000000000000      ;   11.210000000000001      ;   2.1099999999999999      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19999999552965164      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.11102171866109949      ;   27.132657510699030      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   1.0000000000000000      ;  0.90000000000000002      ;   99.000000000000000      ;   0.0000000000000000      ;  0.19561441493215215      ;   254.20072959553963      ;   254.28532229181070      ;   252.99666066881639      ;   154.68040047772601      ;   100.00000000000000      ;           0 ;           0 ;   1.0000000000000000      ;   1.0000000000000000      ;                       NaN
           9 ;   0.0000000000000000      ;   12.400000000000000      ;  0.56000000000000005      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19999999552965164      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.10464724138612272      ;   27.028010269312897      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   1.0000000000000000      ;  0.90000000000000002      ;   99.000000000000000      ;   0.0000000000000000      ;  0.19462650729014297      ;   254.11075032963564      ;   254.20072959553966      ;   252.99666066881639      ;   154.68040047772601      ;   100.00000000000000      ;           0 ;           0 ;   1.0000000000000000      ;   1.0000000000000000      ;                       NaN
          10 ;   0.0000000000000000      ;   12.699999999999999      ;   2.8799999999999999      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;  0.19999999552965164      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   9.8939773678108051E-002 ;   26.929070495634793      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   0.0000000000000000      ;   1.0000000000000000      ;  0.90000000000000002      ;   99.000000000000000      ;   0.0000000000000000      ;  0.19358671370080366      ;   254.01610338961297      ;   254.11075032963564      ;   252.99666066881639      ;   154.68040047772601      ;   100.00000000000000      ;           0 ;           0 ;   1.0000000000000000      ;   1.0000000000000000      ;                       NaN
