 CrID_1 CrID_2 CrID_3
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.500     1.000
     0.000     0.510     1.000
     0.000     0.521     1.000
     0.000     0.531     1.000
     0.000     0.542     1.000
     0.000     0.552     1.000
     0.000     0.562     1.000
     0.000     0.573     1.000
     0.000     0.583     1.000
     0.000     0.594     1.000
     0.000     0.604     1.000
     0.000     0.615     1.000
     0.000     0.625     1.000
     0.000     0.635     1.000
     0.000     0.646     1.000
     0.000     0.656     1.000
     0.000     0.667     1.000
     0.000     0.677     1.000
     0.000     0.688     1.000
     0.000     0.698     1.000
     0.000     0.708     1.000
     0.000     0.719     1.000
     0.000     0.729     1.000
     0.000     0.740     1.000
     0.000     0.750     1.000
     0.000     0.760     1.000
     0.000     0.771     1.000
     0.000     0.781     1.000
     0.000     0.792     1.000
     0.000     0.802     1.000
     0.000     0.812     1.000
     0.000     0.823     1.000
     0.000     0.833     1.000
     0.000     0.844     1.000
     0.000     0.854     1.000
     0.000     0.865     1.000
     0.000     0.875     1.000
     0.000     0.885     1.000
     0.000     0.896     1.000
     0.000     0.906     1.000
     0.000     0.917     1.000
     0.000     0.927     1.000
     0.000     0.938     1.000
     0.000     0.948     1.000
     0.000     0.958     1.000
     0.000     0.969     1.000
     0.000     0.979     1.000
     0.000     0.990     1.000
     0.000     1.000     1.000
     0.000     1.000     1.000
     0.000     1.000     1.000
     0.000     1.000     1.000
     0.000     1.000     1.000
     0.300     1.000     1.000
     0.311     1.000     1.000
     0.321     1.000     1.000
     0.332     1.000     1.000
     0.342     1.000     1.000
     0.353     1.000     1.000
     0.363     1.000     1.000
     0.374     1.000     1.000
     0.384     1.000     1.000
     0.395     1.000     1.000
     0.405     1.000     1.000
     0.416     1.000     1.000
     0.426     1.000     1.000
     0.437     1.000     1.000
     0.447     1.000     1.000
     0.458     1.000     1.000
     0.468     1.000     1.000
     0.479     1.000     1.000
     0.489     1.000     1.000
     0.500     1.000     1.000
     0.509     1.000     1.000
     0.517     1.000     1.000
     0.526     1.000     1.000
