 CrID_1 CrID_2 CrID_3
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.110     0.000
     0.000     0.121     0.000
     0.000     0.131     0.000
     0.000     0.142     0.000
     0.000     0.152     0.000
     0.000     0.163     0.000
     0.000     0.173     0.000
     0.000     0.183     0.000
     0.000     0.194     0.000
     0.000     0.204     0.000
     0.000     0.215     0.000
     0.000     0.225     0.000
     0.000     0.235     0.000
     0.000     0.246     0.000
     0.000     0.256     0.000
     0.000     0.267     0.000
     0.000     0.277     0.000
     0.000     0.288     0.000
     0.000     0.298     0.000
     0.000     0.308     0.000
     0.000     0.319     0.000
     0.000     0.329     0.000
     0.000     0.340     0.000
     0.000     0.350     0.000
     0.000     0.360     0.000
     0.000     0.371     0.000
     0.000     0.381     0.000
     0.000     0.392     0.000
     0.000     0.402     0.000
     0.000     0.413     0.000
     0.000     0.423     0.000
     0.000     0.433     0.000
     0.000     0.444     0.000
     0.000     0.454     0.000
     0.000     0.465     0.000
     0.000     0.475     0.000
     0.000     0.485     0.000
     0.000     0.496     0.000
     0.000     0.506     0.000
     0.000     0.517     0.000
     0.000     0.527     0.000
     0.000     0.538     0.000
     0.000     0.548     0.000
     0.000     0.558     0.000
     0.000     0.569     0.000
     0.000     0.579     0.000
     0.000     0.590     0.000
     0.000     0.600     0.000
     0.000     0.600     0.000
     0.000     0.600     0.000
     0.000     0.600     0.000
     0.000     0.600     0.000
     0.020     0.600     0.000
     0.051     0.600     0.000
     0.081     0.600     0.000
     0.112     0.600     0.000
     0.142     0.600     0.000
     0.173     0.600     0.000
     0.203     0.600     0.000
     0.234     0.600     0.000
     0.264     0.600     0.000
     0.295     0.600     0.000
     0.325     0.600     0.000
     0.356     0.600     0.000
     0.386     0.600     0.000
     0.417     0.600     0.000
     0.447     0.600     0.000
     0.478     0.600     0.000
     0.508     0.600     0.000
     0.539     0.600     0.000
     0.569     0.600     0.000
     0.600     0.600     0.000
     0.659     0.600     0.000
     0.717     0.600     0.000
     0.776     0.600     0.000
     0.834     0.600     0.000
     0.893     0.600     0.000
     0.951     0.600     0.000
     1.010     0.600     0.000
     1.068     0.600     0.000
     1.127     0.600     0.000
     1.185     0.600     0.000
     1.244     0.600     0.000
     1.302     0.600     0.000
     1.361     0.600     0.000
     1.420     0.600     0.000
     1.478     0.600     0.000
     1.537     0.600     0.000
     1.595     0.600     0.000
     1.654     0.600     0.000
     1.712     0.600     0.000
     1.771     0.600     0.000
     1.829     0.600     0.000
     1.888     0.600     0.000
     1.946     0.600     0.000
     2.005     0.600     0.000
     2.063     0.600     0.000
     2.122     0.600     0.000
     2.180     0.600     0.000
     2.239     0.600     0.000
     2.298     0.000     0.000
     2.356     0.000     0.000
     2.415     0.000     0.000
     2.473     0.000     0.000
     2.532     0.000     0.000
     2.590     0.000     0.000
     2.649     0.000     0.000
     2.707     0.000     0.000
     2.766     0.000     0.000
     2.824     0.000     0.000
     2.883     0.000     0.000
     2.941     0.000     0.000
     3.000     0.000     0.000
     3.000     0.000     0.000
     3.000     0.100     0.000
     3.000     0.100     0.000
     3.000     0.100     0.000
     3.000     0.100     0.000
     3.000     0.100     0.000
     3.000     0.100     0.000
     3.000     0.100     0.000
     3.000     0.100     0.000
     3.000     0.100     0.000
     3.000     0.100     0.000
     3.000     0.100     0.000
     3.000     0.168     0.000
     3.000     0.236     0.000
     3.000     0.304     0.000
     3.000     0.371     0.000
     3.000     0.439     0.000
     3.000     0.507     0.000
     3.000     0.575     0.000
     3.000     0.643     0.000
     3.000     0.711     0.000
     3.000     0.779     0.000
     3.000     0.846     0.000
     3.000     0.914     0.000
     3.000     0.982     0.000
     3.000     1.050     0.000
     3.000     1.118     0.000
     3.000     1.186     0.000
     3.000     1.254     0.000
     3.000     1.321     0.000
     3.000     1.389     0.000
     3.000     1.457     0.000
     3.000     1.525     0.000
     3.000     1.593     0.000
     3.000     1.661     0.000
     3.000     1.729     0.000
     3.000     1.796     0.000
     3.000     1.864     0.000
     3.000     1.932     0.000
     3.000     2.000     0.000
     3.000     2.000     0.000
     3.000     2.000     0.000
     3.000     2.000     0.000
     3.000     2.000     0.000
     3.000     2.000     0.000
     3.000     2.000     0.000
     3.000     2.000     0.000
     3.000     2.000     0.000
     3.000     2.000     0.000
     3.000     2.000     0.000
     3.000     2.000     0.000
     3.000     2.000     0.000
     2.978     2.000     0.000
     2.957     2.000     0.000
     2.935     2.000     0.000
     2.913     2.000     0.000
     2.891     2.000     0.000
     2.870     2.000     0.000
     2.848     2.000     0.000
     2.826     2.000     0.000
     2.804     2.000     0.000
     2.783     2.000     0.000
     2.761     2.000     0.000
     2.739     2.000     0.000
     2.717     2.000     0.000
     2.696     2.000     0.000
     2.674     2.000     0.000
     2.652     2.000     0.000
     2.630     2.000     0.000
     2.609     2.000     0.000
     2.587     2.000     0.000
     2.565     2.000     0.000
     2.543     2.000     0.000
     2.522     2.000     0.000
     2.500     2.000     0.000
     0.000     2.000     0.000
     0.000     2.000     0.000
     0.000     2.000     0.000
     0.000     2.000     0.000
     0.000     2.000     0.000
     0.000     2.000     0.000
     0.000     2.000     0.000
     0.000     2.000     0.000
     0.000     2.000     0.000
     0.000     2.000     0.000
     0.000     2.000     0.000
     0.000     2.000     0.000
     0.000     2.000     0.000
     0.000     2.000     0.000
     0.000     2.000     0.000
     0.000     1.982     0.000
     0.000     1.964     0.000
     0.000     1.945     0.000
     0.000     1.927     0.000
     0.000     1.909     0.000
     0.000     1.891     0.000
     0.000     1.873     0.000
     0.000     1.855     0.000
     0.000     1.836     0.000
     0.000     1.818     0.000
     0.000     1.800     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.000     0.000
     0.000     0.050     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
     0.000     0.100     0.000
