 CrID_1 CrID_2 CrID_3
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.050     0.000
     0.000     0.195     0.000
     0.000     0.340     0.000
     0.000     0.484     0.000
     0.000     0.629     0.000
     0.000     0.774     0.000
     0.000     0.919     0.000
     0.000     1.064     0.000
     0.000     1.208     0.000
     0.000     1.353     0.000
     0.000     1.498     0.000
     0.000     1.643     0.000
     0.000     1.787     0.000
     0.000     1.932     0.000
     0.000     2.077     0.000
     0.000     2.222     0.000
     0.000     2.367     0.000
     0.000     2.511     0.000
     0.000     2.656     0.000
     0.000     2.801     0.000
     0.000     2.946     0.000
     0.000     3.091     0.000
     0.000     3.235     0.000
     0.000     3.380     0.000
     0.000     3.525     0.000
     0.000     3.670     0.000
     0.000     3.815     0.000
     0.000     3.959     0.000
     0.000     4.104     0.000
     0.000     4.249     0.000
     0.000     4.394     0.000
     0.000     4.539     0.000
     0.000     4.683     0.000
     0.000     4.828     0.000
     0.000     4.973     0.000
     0.000     5.118     0.000
     0.000     5.262     0.000
     0.000     5.407     0.000
     0.000     5.552     0.000
     0.000     5.697     0.000
     0.000     5.842     0.000
     0.000     5.986     0.000
     0.000     6.131     0.000
     0.000     6.276     0.000
     0.000     6.421     0.000
     0.000     6.566     0.000
     0.000     6.710     0.000
     0.000     6.855     0.000
     0.000     7.000     0.000
     0.000     7.000     0.000
     0.000     7.000     0.000
     0.000     7.000     0.000
     0.000     7.000     0.000
     0.050     7.000     0.000
     0.074     7.000     0.000
     0.097     7.000     0.000
     0.121     7.000     0.000
     0.145     7.000     0.000
     0.168     7.000     0.000
     0.192     7.000     0.000
     0.216     7.000     0.000
     0.239     7.000     0.000
     0.263     7.000     0.000
     0.287     7.000     0.000
     0.311     7.000     0.000
     0.334     7.000     0.000
     0.358     7.000     0.000
     0.382     7.000     0.000
     0.405     7.000     0.000
     0.429     7.000     0.000
     0.453     7.000     0.000
     0.476     7.000     0.000
     0.500     7.000     0.000
     0.615     7.000     0.000
     0.729     7.000     0.000
     0.844     7.000     0.000
     0.959     7.000     0.000
     1.073     7.000     0.000
     1.188     7.000     0.000
     1.302     7.000     0.000
     1.417     7.000     0.000
     1.532     7.000     0.000
     1.646     7.000     0.000
     1.761     7.000     0.000
     1.876     7.000     0.000
     1.990     7.000     0.000
     2.105     7.000     0.000
     2.220     7.000     0.000
     2.334     7.000     0.000
     2.449     7.000     0.000
